,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_rental,rasio_casual_registered
5080,5081,2011-08-04,fall,2011,8,14,0,4,1,1,0.8,0.7576,0.55,0.1642,53,114,167,0.4649122807017544
5081,5082,2011-08-04,fall,2011,8,15,0,4,1,1,0.8,0.7576,0.55,0.2537,50,115,165,0.43478260869565216
5082,5083,2011-08-04,fall,2011,8,16,0,4,1,1,0.76,0.7121,0.62,0.3284,70,220,290,0.3181818181818182
5083,5084,2011-08-04,fall,2011,8,17,0,4,1,1,0.76,0.7121,0.62,0.3284,91,464,555,0.1961206896551724
5084,5085,2011-08-04,fall,2011,8,18,0,4,1,1,0.7,0.6667,0.74,0.2985,88,435,523,0.20229885057471264
5085,5086,2011-08-04,fall,2011,8,19,0,4,1,1,0.7,0.6667,0.74,0.2836,65,301,366,0.2159468438538206
5086,5087,2011-08-04,fall,2011,8,20,0,4,1,2,0.7,0.6667,0.74,0.194,41,245,286,0.1673469387755102
5087,5088,2011-08-04,fall,2011,8,21,0,4,1,2,0.7,0.6667,0.74,0.194,25,186,211,0.13440860215053763
5088,5089,2011-08-04,fall,2011,8,22,0,4,1,1,0.68,0.6364,0.74,0.194,33,141,174,0.23404255319148937
5089,5090,2011-08-04,fall,2011,8,23,0,4,1,1,0.66,0.6212,0.74,0.1045,24,108,132,0.2222222222222222
5090,5091,2011-08-05,fall,2011,8,0,0,5,1,1,0.66,0.6212,0.74,0.1045,13,41,54,0.3170731707317073
5091,5092,2011-08-05,fall,2011,8,1,0,5,1,1,0.64,0.5909,0.78,0.0896,3,16,19,0.1875
5092,5093,2011-08-05,fall,2011,8,2,0,5,1,1,0.66,0.6212,0.69,0.0,5,14,19,0.35714285714285715
5093,5094,2011-08-05,fall,2011,8,3,0,5,1,1,0.64,0.5909,0.78,0.0896,0,6,6,0.0
5094,5095,2011-08-05,fall,2011,8,4,0,5,1,1,0.64,0.5909,0.78,0.1343,1,6,7,0.16666666666666666
5095,5096,2011-08-05,fall,2011,8,5,0,5,1,1,0.64,0.5909,0.78,0.0896,0,16,16,0.0
5096,5097,2011-08-05,fall,2011,8,6,0,5,1,1,0.64,0.5909,0.78,0.1343,7,94,101,0.07446808510638298
5097,5098,2011-08-05,fall,2011,8,7,0,5,1,1,0.66,0.6061,0.78,0.1343,23,247,270,0.0931174089068826
5098,5099,2011-08-05,fall,2011,8,8,0,5,1,1,0.7,0.6515,0.65,0.2239,39,415,454,0.09397590361445783
5099,5100,2011-08-05,fall,2011,8,9,0,5,1,1,0.72,0.6667,0.58,0.1045,43,183,226,0.23497267759562843
5100,5101,2011-08-05,fall,2011,8,10,0,5,1,1,0.74,0.6818,0.55,0.1343,50,113,163,0.4424778761061947
5101,5102,2011-08-05,fall,2011,8,11,0,5,1,2,0.76,0.697,0.52,0.2537,44,103,147,0.42718446601941745
5102,5103,2011-08-05,fall,2011,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,57,159,216,0.3584905660377358
5103,5104,2011-08-05,fall,2011,8,13,0,5,1,1,0.78,0.7121,0.52,0.2537,40,164,204,0.24390243902439024
5104,5105,2011-08-05,fall,2011,8,14,0,5,1,2,0.78,0.7121,0.52,0.2537,81,164,245,0.49390243902439024
5105,5106,2011-08-05,fall,2011,8,15,0,5,1,1,0.76,0.697,0.55,0.2537,50,160,210,0.3125
5106,5107,2011-08-05,fall,2011,8,16,0,5,1,1,0.8,0.7424,0.49,0.2537,76,254,330,0.2992125984251969
5107,5108,2011-08-05,fall,2011,8,17,0,5,1,1,0.78,0.7121,0.49,0.2985,84,466,550,0.18025751072961374
5108,5109,2011-08-05,fall,2011,8,18,0,5,1,1,0.76,0.697,0.52,0.2537,105,361,466,0.29085872576177285
5109,5110,2011-08-05,fall,2011,8,19,0,5,1,1,0.74,0.6818,0.55,0.2537,90,282,372,0.3191489361702128
5110,5111,2011-08-05,fall,2011,8,20,0,5,1,1,0.72,0.6667,0.58,0.2239,70,221,291,0.3167420814479638
5111,5112,2011-08-05,fall,2011,8,21,0,5,1,1,0.7,0.6515,0.65,0.194,54,119,173,0.453781512605042
5112,5113,2011-08-05,fall,2011,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,51,137,188,0.3722627737226277
5113,5114,2011-08-05,fall,2011,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,37,102,139,0.3627450980392157
5114,5115,2011-08-06,fall,2011,8,0,0,6,0,1,0.66,0.6061,0.78,0.194,29,104,133,0.27884615384615385
5115,5116,2011-08-06,fall,2011,8,1,0,6,0,1,0.66,0.6061,0.78,0.1642,17,50,67,0.34
5116,5117,2011-08-06,fall,2011,8,2,0,6,0,1,0.66,0.6061,0.78,0.2239,14,39,53,0.358974358974359
5117,5118,2011-08-06,fall,2011,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,14,28,42,0.5
5118,5119,2011-08-06,fall,2011,8,4,0,6,0,2,0.66,0.6061,0.83,0.1642,5,5,10,1.0
5119,5120,2011-08-06,fall,2011,8,5,0,6,0,1,0.64,0.5758,0.89,0.0896,2,4,6,0.5
5120,5121,2011-08-06,fall,2011,8,6,0,6,0,1,0.64,0.5758,0.89,0.1045,5,22,27,0.22727272727272727
5121,5122,2011-08-06,fall,2011,8,7,0,6,0,1,0.68,0.6364,0.83,0.1642,14,49,63,0.2857142857142857
5122,5123,2011-08-06,fall,2011,8,8,0,6,0,1,0.68,0.6364,0.83,0.1642,27,94,121,0.2872340425531915
5123,5124,2011-08-06,fall,2011,8,9,0,6,0,1,0.74,0.697,0.7,0.2239,60,155,215,0.3870967741935484
5124,5125,2011-08-06,fall,2011,8,10,0,6,0,2,0.74,0.697,0.7,0.2836,91,199,290,0.457286432160804
5125,5126,2011-08-06,fall,2011,8,11,0,6,0,1,0.78,0.7424,0.62,0.2239,138,211,349,0.6540284360189573
5126,5127,2011-08-06,fall,2011,8,12,0,6,0,1,0.8,0.7576,0.55,0.2239,130,252,382,0.5158730158730159
5127,5128,2011-08-06,fall,2011,8,13,0,6,0,2,0.8,0.7727,0.59,0.3284,176,265,441,0.6641509433962264
5128,5129,2011-08-06,fall,2011,8,14,0,6,0,1,0.82,0.7727,0.52,0.2537,176,204,380,0.8627450980392157
5129,5130,2011-08-06,fall,2011,8,15,0,6,0,2,0.84,0.803,0.53,0.2537,130,232,362,0.5603448275862069
5130,5131,2011-08-06,fall,2011,8,16,0,6,0,3,0.74,0.7121,0.79,0.1642,155,188,343,0.824468085106383
5131,5132,2011-08-06,fall,2011,8,17,0,6,0,3,0.74,0.7121,0.79,0.1642,61,88,149,0.6931818181818182
5132,5133,2011-08-06,fall,2011,8,18,0,6,0,2,0.72,0.697,0.79,0.4478,81,130,211,0.6230769230769231
5133,5134,2011-08-06,fall,2011,8,19,0,6,0,3,0.72,0.7121,0.84,0.2537,57,114,171,0.5
5134,5135,2011-08-06,fall,2011,8,20,0,6,0,3,0.72,0.697,0.79,0.2836,58,79,137,0.7341772151898734
5135,5136,2011-08-06,fall,2011,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,28,86,114,0.32558139534883723
5136,5137,2011-08-06,fall,2011,8,22,0,6,0,2,0.7,0.6667,0.84,0.3284,24,96,120,0.25
5137,5138,2011-08-06,fall,2011,8,23,0,6,0,3,0.7,0.6667,0.84,0.2836,29,79,108,0.3670886075949367
5138,5139,2011-08-07,fall,2011,8,0,0,0,0,2,0.7,0.6667,0.84,0.2836,14,66,80,0.21212121212121213
5139,5140,2011-08-07,fall,2011,8,1,0,0,0,2,0.7,0.6667,0.84,0.2537,10,63,73,0.15873015873015872
5140,5141,2011-08-07,fall,2011,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,18,48,66,0.375
5141,5142,2011-08-07,fall,2011,8,3,0,0,0,2,0.7,0.6667,0.84,0.1343,9,23,32,0.391304347826087
5142,5143,2011-08-07,fall,2011,8,4,0,0,0,1,0.7,0.6667,0.84,0.1343,1,5,6,0.2
5143,5144,2011-08-07,fall,2011,8,5,0,0,0,1,0.7,0.6667,0.89,0.194,1,4,5,0.25
5144,5145,2011-08-07,fall,2011,8,6,0,0,0,1,0.7,0.6667,0.89,0.1642,3,10,13,0.3
5145,5146,2011-08-07,fall,2011,8,7,0,0,0,1,0.7,0.6667,0.84,0.194,11,28,39,0.39285714285714285
5146,5147,2011-08-07,fall,2011,8,8,0,0,0,1,0.72,0.697,0.79,0.194,23,66,89,0.3484848484848485
5147,5148,2011-08-07,fall,2011,8,9,0,0,0,1,0.76,0.7424,0.75,0.1045,82,102,184,0.803921568627451
5148,5149,2011-08-07,fall,2011,8,10,0,0,0,1,0.8,0.803,0.66,0.1343,88,178,266,0.4943820224719101
5149,5150,2011-08-07,fall,2011,8,11,0,0,0,1,0.82,0.8333,0.63,0.0,113,156,269,0.7243589743589743
5150,5151,2011-08-07,fall,2011,8,12,0,0,0,1,0.9,0.8485,0.42,0.2985,161,209,370,0.7703349282296651
5151,5152,2011-08-07,fall,2011,8,13,0,0,0,1,0.9,0.8485,0.42,0.2985,118,206,324,0.5728155339805825
5152,5153,2011-08-07,fall,2011,8,14,0,0,0,1,0.86,0.803,0.47,0.194,130,192,322,0.6770833333333334
5153,5154,2011-08-07,fall,2011,8,15,0,0,0,3,0.72,0.697,0.74,0.2985,118,208,326,0.5673076923076923
5154,5155,2011-08-07,fall,2011,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,74,119,193,0.6218487394957983
5155,5156,2011-08-07,fall,2011,8,17,0,0,0,3,0.74,0.7121,0.74,0.6418,63,131,194,0.48091603053435117
5156,5157,2011-08-07,fall,2011,8,18,0,0,0,1,0.72,0.697,0.74,0.0896,74,155,229,0.4774193548387097
5157,5158,2011-08-07,fall,2011,8,19,0,0,0,1,0.72,0.697,0.79,0.1642,68,160,228,0.425
5158,5159,2011-08-07,fall,2011,8,20,0,0,0,1,0.72,0.7121,0.84,0.1343,50,133,183,0.37593984962406013
5159,5160,2011-08-07,fall,2011,8,21,0,0,0,1,0.72,0.7121,0.84,0.1045,36,100,136,0.36
5160,5161,2011-08-07,fall,2011,8,22,0,0,0,1,0.7,0.6667,0.89,0.194,21,82,103,0.25609756097560976
5161,5162,2011-08-07,fall,2011,8,23,0,0,0,1,0.7,0.6667,0.79,0.1045,12,43,55,0.27906976744186046
5162,5163,2011-08-08,fall,2011,8,0,0,1,1,1,0.7,0.6667,0.79,0.1045,13,17,30,0.7647058823529411
5163,5164,2011-08-08,fall,2011,8,1,0,1,1,1,0.68,0.6364,0.83,0.1343,4,8,12,0.5
5164,5165,2011-08-08,fall,2011,8,2,0,1,1,1,0.66,0.5909,0.89,0.0,4,3,7,1.3333333333333333
5165,5166,2011-08-08,fall,2011,8,3,0,1,1,1,0.66,0.5909,0.89,0.0,1,0,1,inf
5166,5167,2011-08-08,fall,2011,8,4,0,1,1,1,0.66,0.5909,0.89,0.1045,2,8,10,0.25
5167,5168,2011-08-08,fall,2011,8,5,0,1,1,1,0.7,0.6667,0.79,0.0896,1,14,15,0.07142857142857142
5168,5169,2011-08-08,fall,2011,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,8,87,95,0.09195402298850575
5169,5170,2011-08-08,fall,2011,8,7,0,1,1,1,0.72,0.6818,0.62,0.2985,18,249,267,0.07228915662650602
5170,5171,2011-08-08,fall,2011,8,8,0,1,1,1,0.74,0.6818,0.58,0.3284,29,320,349,0.090625
5171,5172,2011-08-08,fall,2011,8,9,0,1,1,1,0.76,0.697,0.55,0.3881,37,146,183,0.2534246575342466
5172,5173,2011-08-08,fall,2011,8,10,0,1,1,1,0.8,0.7424,0.52,0.3881,62,62,124,1.0
5173,5174,2011-08-08,fall,2011,8,11,0,1,1,1,0.82,0.7424,0.48,0.3582,90,89,179,1.0112359550561798
5174,5175,2011-08-08,fall,2011,8,12,0,1,1,1,0.82,0.7576,0.46,0.2537,48,134,182,0.3582089552238806
5175,5176,2011-08-08,fall,2011,8,13,0,1,1,1,0.84,0.7576,0.44,0.2985,43,108,151,0.39814814814814814
5176,5177,2011-08-08,fall,2011,8,14,0,1,1,1,0.82,0.7424,0.43,0.2985,41,109,150,0.3761467889908257
5177,5178,2011-08-08,fall,2011,8,15,0,1,1,1,0.84,0.7576,0.41,0.2985,40,86,126,0.46511627906976744
5178,5179,2011-08-08,fall,2011,8,16,0,1,1,1,0.86,0.7727,0.39,0.2836,64,218,282,0.29357798165137616
5179,5180,2011-08-08,fall,2011,8,17,0,1,1,1,0.86,0.7727,0.39,0.1642,67,460,527,0.14565217391304347
5180,5181,2011-08-08,fall,2011,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529,0.13763440860215054
5181,5182,2011-08-08,fall,2011,8,19,0,1,1,1,0.82,0.7424,0.43,0.1045,64,352,416,0.18181818181818182
5182,5183,2011-08-08,fall,2011,8,20,0,1,1,1,0.8,0.7576,0.55,0.0,71,215,286,0.3302325581395349
5183,5184,2011-08-08,fall,2011,8,21,0,1,1,1,0.76,0.7121,0.58,0.0896,30,156,186,0.19230769230769232
5184,5185,2011-08-08,fall,2011,8,22,0,1,1,1,0.76,0.7121,0.58,0.1045,26,121,147,0.21487603305785125
5185,5186,2011-08-08,fall,2011,8,23,0,1,1,1,0.74,0.697,0.66,0.1045,19,53,72,0.3584905660377358
5186,5187,2011-08-09,fall,2011,8,0,0,2,1,1,0.72,0.697,0.79,0.1343,10,25,35,0.4
5187,5188,2011-08-09,fall,2011,8,1,0,2,1,1,0.72,0.6818,0.66,0.0,5,9,14,0.5555555555555556
5188,5189,2011-08-09,fall,2011,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12,3.0
5189,5190,2011-08-09,fall,2011,8,3,0,2,1,1,0.72,0.6818,0.62,0.0,0,3,3,0.0
5190,5191,2011-08-09,fall,2011,8,4,0,2,1,1,0.7,0.6667,0.74,0.0,1,6,7,0.16666666666666666
5191,5192,2011-08-09,fall,2011,8,5,0,2,1,1,0.7,0.6515,0.65,0.0896,5,25,30,0.2
5192,5193,2011-08-09,fall,2011,8,6,0,2,1,1,0.72,0.6667,0.64,0.0,6,95,101,0.06315789473684211
5193,5194,2011-08-09,fall,2011,8,7,0,2,1,1,0.72,0.697,0.74,0.1045,30,313,343,0.09584664536741214
5194,5195,2011-08-09,fall,2011,8,8,0,2,1,1,0.74,0.697,0.66,0.0,40,352,392,0.11363636363636363
5195,5196,2011-08-09,fall,2011,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,141,175,0.24113475177304963
5196,5197,2011-08-09,fall,2011,8,10,0,2,1,2,0.8,0.7727,0.59,0.2239,55,89,144,0.6179775280898876
5197,5198,2011-08-09,fall,2011,8,11,0,2,1,1,0.8,0.7727,0.59,0.2239,61,88,149,0.6931818181818182
5198,5199,2011-08-09,fall,2011,8,12,0,2,1,1,0.82,0.7879,0.56,0.194,60,125,185,0.48
5199,5200,2011-08-09,fall,2011,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,175,0.3779527559055118
5200,5201,2011-08-09,fall,2011,8,14,0,2,1,1,0.86,0.7879,0.44,0.2836,53,95,148,0.5578947368421052
5201,5202,2011-08-09,fall,2011,8,15,0,2,1,1,0.86,0.7727,0.39,0.2836,58,106,164,0.5471698113207547
5202,5203,2011-08-09,fall,2011,8,16,0,2,1,1,0.86,0.7727,0.39,0.2985,57,228,285,0.25
5203,5204,2011-08-09,fall,2011,8,17,0,2,1,1,0.8,0.7576,0.55,0.1642,79,453,532,0.17439293598233996
5204,5205,2011-08-09,fall,2011,8,18,0,2,1,1,0.8,0.7576,0.55,0.194,97,488,585,0.1987704918032787
5205,5206,2011-08-09,fall,2011,8,19,0,2,1,1,0.8,0.7424,0.49,0.1045,69,302,371,0.22847682119205298
5206,5207,2011-08-09,fall,2011,8,20,0,2,1,1,0.8,0.7273,0.43,0.194,34,258,292,0.13178294573643412
5207,5208,2011-08-09,fall,2011,8,21,0,2,1,1,0.78,0.697,0.46,0.2537,46,184,230,0.25
5208,5209,2011-08-09,fall,2011,8,22,0,2,1,1,0.78,0.697,0.46,0.2985,28,127,155,0.2204724409448819
5209,5210,2011-08-09,fall,2011,8,23,0,2,1,1,0.76,0.6818,0.48,0.2836,22,53,75,0.41509433962264153
5210,5211,2011-08-10,fall,2011,8,0,0,3,1,1,0.74,0.6667,0.51,0.2239,19,18,37,1.0555555555555556
5211,5212,2011-08-10,fall,2011,8,1,0,3,1,1,0.72,0.6667,0.54,0.194,7,10,17,0.7
5212,5213,2011-08-10,fall,2011,8,2,0,3,1,1,0.72,0.6667,0.54,0.1642,1,10,11,0.1
5213,5214,2011-08-10,fall,2011,8,3,0,3,1,1,0.7,0.6515,0.58,0.1642,1,3,4,0.3333333333333333
5214,5215,2011-08-10,fall,2011,8,4,0,3,1,1,0.7,0.6515,0.54,0.1343,1,4,5,0.25
5215,5216,2011-08-10,fall,2011,8,5,0,3,1,1,0.68,0.6364,0.61,0.0896,2,30,32,0.06666666666666667
5216,5217,2011-08-10,fall,2011,8,6,0,3,1,1,0.68,0.6364,0.61,0.0,9,110,119,0.08181818181818182
5217,5218,2011-08-10,fall,2011,8,7,0,3,1,1,0.7,0.6515,0.58,0.0896,16,289,305,0.05536332179930796
5218,5219,2011-08-10,fall,2011,8,8,0,3,1,1,0.74,0.6667,0.51,0.194,38,361,399,0.10526315789473684
5219,5220,2011-08-10,fall,2011,8,9,0,3,1,1,0.76,0.6818,0.48,0.2239,32,148,180,0.21621621621621623
5220,5221,2011-08-10,fall,2011,8,10,0,3,1,1,0.8,0.7273,0.43,0.2239,41,72,113,0.5694444444444444
5221,5222,2011-08-10,fall,2011,8,11,0,3,1,1,0.8,0.7121,0.41,0.3881,54,95,149,0.5684210526315789
5222,5223,2011-08-10,fall,2011,8,12,0,3,1,1,0.82,0.7273,0.38,0.2985,74,166,240,0.4457831325301205
5223,5224,2011-08-10,fall,2011,8,13,0,3,1,1,0.82,0.7273,0.38,0.2836,41,150,191,0.2733333333333333
5224,5225,2011-08-10,fall,2011,8,14,0,3,1,1,0.84,0.7273,0.34,0.3284,62,116,178,0.5344827586206896
5225,5226,2011-08-10,fall,2011,8,15,0,3,1,1,0.86,0.7424,0.3,0.3284,53,141,194,0.375886524822695
5226,5227,2011-08-10,fall,2011,8,16,0,3,1,1,0.86,0.7424,0.26,0.2985,76,206,282,0.36893203883495146
5227,5228,2011-08-10,fall,2011,8,17,0,3,1,1,0.84,0.7121,0.26,0.2985,71,513,584,0.13840155945419103
5228,5229,2011-08-10,fall,2011,8,18,0,3,1,1,0.82,0.7121,0.28,0.2985,70,489,559,0.14314928425357873
5229,5230,2011-08-10,fall,2011,8,19,0,3,1,1,0.8,0.697,0.26,0.2537,79,334,413,0.23652694610778444
5230,5231,2011-08-10,fall,2011,8,20,0,3,1,1,0.76,0.6667,0.31,0.1343,59,253,312,0.233201581027668
5231,5232,2011-08-10,fall,2011,8,21,0,3,1,1,0.76,0.6667,0.33,0.1045,47,162,209,0.29012345679012347
5232,5233,2011-08-10,fall,2011,8,22,0,3,1,1,0.74,0.6515,0.37,0.0,17,122,139,0.13934426229508196
5233,5234,2011-08-10,fall,2011,8,23,0,3,1,1,0.74,0.6515,0.37,0.0896,14,94,108,0.14893617021276595
5234,5235,2011-08-11,fall,2011,8,0,0,4,1,1,0.7,0.6364,0.45,0.1045,6,40,46,0.15
5235,5236,2011-08-11,fall,2011,8,1,0,4,1,1,0.7,0.6364,0.45,0.1343,9,17,26,0.5294117647058824
5236,5237,2011-08-11,fall,2011,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,3,8,11,0.375
5237,5238,2011-08-11,fall,2011,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,2,7,9,0.2857142857142857
5238,5239,2011-08-11,fall,2011,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,1,4,5,0.25
5239,5240,2011-08-11,fall,2011,8,5,0,4,1,1,0.64,0.6212,0.61,0.194,2,23,25,0.08695652173913043
5240,5241,2011-08-11,fall,2011,8,6,0,4,1,1,0.62,0.6061,0.65,0.1642,5,101,106,0.04950495049504951
5241,5242,2011-08-11,fall,2011,8,7,0,4,1,1,0.66,0.6212,0.54,0.1343,15,292,307,0.05136986301369863
5242,5243,2011-08-11,fall,2011,8,8,0,4,1,1,0.7,0.6364,0.45,0.1642,29,361,390,0.08033240997229917
5243,5244,2011-08-11,fall,2011,8,9,0,4,1,1,0.72,0.6515,0.39,0.2239,31,166,197,0.18674698795180722
5244,5245,2011-08-11,fall,2011,8,10,0,4,1,1,0.74,0.6515,0.37,0.2537,36,96,132,0.375
5245,5246,2011-08-11,fall,2011,8,11,0,4,1,1,0.76,0.6667,0.35,0.2537,59,128,187,0.4609375
5246,5247,2011-08-11,fall,2011,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,50,164,214,0.3048780487804878
5247,5248,2011-08-11,fall,2011,8,13,0,4,1,1,0.76,0.6667,0.31,0.2239,51,166,217,0.3072289156626506
5248,5249,2011-08-11,fall,2011,8,14,0,4,1,1,0.8,0.697,0.29,0.0,39,103,142,0.3786407766990291
5249,5250,2011-08-11,fall,2011,8,15,0,4,1,1,0.8,0.697,0.29,0.2985,52,126,178,0.4126984126984127
5250,5251,2011-08-11,fall,2011,8,16,0,4,1,1,0.8,0.697,0.27,0.194,57,241,298,0.23651452282157676
5251,5252,2011-08-11,fall,2011,8,17,0,4,1,1,0.8,0.697,0.29,0.2537,96,486,582,0.19753086419753085
5252,5253,2011-08-11,fall,2011,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571,0.1488933601609658
5253,5254,2011-08-11,fall,2011,8,19,0,4,1,1,0.74,0.6515,0.35,0.194,48,323,371,0.14860681114551083
5254,5255,2011-08-11,fall,2011,8,20,0,4,1,1,0.72,0.6515,0.37,0.1343,56,232,288,0.2413793103448276
5255,5256,2011-08-11,fall,2011,8,21,0,4,1,1,0.7,0.6515,0.48,0.0896,35,171,206,0.2046783625730994
5256,5257,2011-08-11,fall,2011,8,22,0,4,1,1,0.7,0.6515,0.48,0.0,34,123,157,0.2764227642276423
5257,5258,2011-08-11,fall,2011,8,23,0,4,1,1,0.66,0.6212,0.5,0.1642,22,105,127,0.20952380952380953
5258,5259,2011-08-12,fall,2011,8,0,0,5,1,1,0.64,0.6212,0.53,0.1642,12,53,65,0.22641509433962265
5259,5260,2011-08-12,fall,2011,8,1,0,5,1,1,0.64,0.6212,0.53,0.1343,4,19,23,0.21052631578947367
5260,5261,2011-08-12,fall,2011,8,2,0,5,1,1,0.62,0.6212,0.57,0.194,0,15,15,0.0
5261,5262,2011-08-12,fall,2011,8,3,0,5,1,1,0.62,0.6212,0.53,0.1642,0,9,9,0.0
5262,5263,2011-08-12,fall,2011,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,5,0.0
5263,5264,2011-08-12,fall,2011,8,5,0,5,1,1,0.6,0.6212,0.56,0.1343,2,24,26,0.08333333333333333
5264,5265,2011-08-12,fall,2011,8,6,0,5,1,1,0.62,0.6212,0.5,0.1343,3,73,76,0.0410958904109589
5265,5266,2011-08-12,fall,2011,8,7,0,5,1,1,0.64,0.6212,0.44,0.1642,17,247,264,0.06882591093117409
5266,5267,2011-08-12,fall,2011,8,8,0,5,1,1,0.68,0.6364,0.39,0.2239,29,397,426,0.07304785894206549
5267,5268,2011-08-12,fall,2011,8,9,0,5,1,1,0.72,0.6515,0.34,0.1343,27,178,205,0.15168539325842698
5268,5269,2011-08-12,fall,2011,8,10,0,5,1,1,0.74,0.6515,0.33,0.1045,44,86,130,0.5116279069767442
5269,5270,2011-08-12,fall,2011,8,11,0,5,1,1,0.76,0.6667,0.29,0.0,48,108,156,0.4444444444444444
5270,5271,2011-08-12,fall,2011,8,12,0,5,1,1,0.8,0.697,0.27,0.0,55,167,222,0.32934131736526945
5271,5272,2011-08-12,fall,2011,8,13,0,5,1,1,0.78,0.6818,0.29,0.0896,74,179,253,0.4134078212290503
5272,5273,2011-08-12,fall,2011,8,14,0,5,1,1,0.8,0.697,0.29,0.194,51,135,186,0.37777777777777777
5273,5274,2011-08-12,fall,2011,8,15,0,5,1,1,0.8,0.697,0.29,0.1642,59,190,249,0.3105263157894737
5274,5275,2011-08-12,fall,2011,8,16,0,5,1,1,0.82,0.7121,0.28,0.0,68,266,334,0.2556390977443609
5275,5276,2011-08-12,fall,2011,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516,0.2198581560283688
5276,5277,2011-08-12,fall,2011,8,18,0,5,1,1,0.76,0.6818,0.4,0.2985,89,376,465,0.23670212765957446
5277,5278,2011-08-12,fall,2011,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,101,284,385,0.35563380281690143
5278,5279,2011-08-12,fall,2011,8,20,0,5,1,1,0.72,0.6515,0.42,0.2239,77,210,287,0.36666666666666664
5279,5280,2011-08-12,fall,2011,8,21,0,5,1,1,0.7,0.6515,0.48,0.1343,73,153,226,0.477124183006536
5280,5281,2011-08-12,fall,2011,8,22,0,5,1,1,0.68,0.6364,0.51,0.0,74,157,231,0.4713375796178344
5281,5282,2011-08-12,fall,2011,8,23,0,5,1,1,0.68,0.6364,0.51,0.0,51,100,151,0.51
5282,5283,2011-08-13,fall,2011,8,0,0,6,0,1,0.68,0.6364,0.51,0.1045,15,69,84,0.21739130434782608
5283,5284,2011-08-13,fall,2011,8,1,0,6,0,2,0.68,0.6364,0.57,0.0896,13,64,77,0.203125
5284,5285,2011-08-13,fall,2011,8,2,0,6,0,1,0.68,0.6364,0.57,0.0,16,58,74,0.27586206896551724
5285,5286,2011-08-13,fall,2011,8,3,0,6,0,1,0.66,0.6212,0.65,0.1343,9,18,27,0.5
5286,5287,2011-08-13,fall,2011,8,4,0,6,0,2,0.64,0.6061,0.73,0.1343,5,5,10,1.0
5287,5288,2011-08-13,fall,2011,8,5,0,6,0,1,0.64,0.6061,0.73,0.1045,3,15,18,0.2
5288,5289,2011-08-13,fall,2011,8,6,0,6,0,1,0.64,0.6061,0.73,0.0896,3,19,22,0.15789473684210525
5289,5290,2011-08-13,fall,2011,8,7,0,6,0,2,0.66,0.6212,0.74,0.194,10,34,44,0.29411764705882354
5290,5291,2011-08-13,fall,2011,8,8,0,6,0,2,0.7,0.6515,0.65,0.1642,28,90,118,0.3111111111111111
5291,5292,2011-08-13,fall,2011,8,9,0,6,0,2,0.7,0.6667,0.74,0.1642,70,138,208,0.5072463768115942
5292,5293,2011-08-13,fall,2011,8,10,0,6,0,2,0.72,0.697,0.74,0.2239,97,163,260,0.5950920245398773
5293,5294,2011-08-13,fall,2011,8,11,0,6,0,2,0.74,0.697,0.7,0.194,122,192,314,0.6354166666666666
5294,5295,2011-08-13,fall,2011,8,12,0,6,0,2,0.66,0.5909,0.89,0.1642,175,246,421,0.7113821138211383
5295,5296,2011-08-13,fall,2011,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,153,0.6630434782608695
5296,5297,2011-08-13,fall,2011,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,113,146,259,0.773972602739726
5297,5298,2011-08-13,fall,2011,8,15,0,6,0,3,0.68,0.6364,0.79,0.3582,150,208,358,0.7211538461538461
5298,5299,2011-08-13,fall,2011,8,16,0,6,0,2,0.7,0.6667,0.74,0.2836,148,133,281,1.112781954887218
5299,5300,2011-08-13,fall,2011,8,17,0,6,0,2,0.72,0.697,0.74,0.2537,97,172,269,0.563953488372093
5300,5301,2011-08-13,fall,2011,8,18,0,6,0,1,0.7,0.6667,0.74,0.2239,123,169,292,0.727810650887574
5301,5302,2011-08-13,fall,2011,8,19,0,6,0,2,0.68,0.6364,0.79,0.2836,67,170,237,0.3941176470588235
